Date Range,Algorithm,Subfolder,CSV File,By Type,Buy Trade Count,Strong Buy Trade Count,Total Trades,Buy Win Rate (%),Strong Buy Win Rate (%),Overall Win Rate (%),Total Profit Buy (%),Total Profit Strong Buy (%),Avg Profit Buy (%),Avg Profit Strong Buy (%),Max Profit Buy (%),Min Profit Buy (%),Max Profit Strong Buy (%),Min Profit Strong Buy (%),Mean Buy,Volatility Buy,Relative Volatility Buy (%),Mean Strong Buy,Volatility Strong Buy,Relative Volatility Strong Buy (%),Overall Profit (%),Overall Max Profit (%),Overall Min Profit (%),Overall Mean,Overall Volatility,Overall Relative Volatility (%),Avg Holding Period (Days),Trade Frequency (Trades per Month),Time-Weighted Returns (%)
2022-11-01-2023-11-01,Dimbeta,Crypto_INPUT,SOL-USD_DimBeta_signals.csv,Unknown,8,15,23,0.0,40.0,26.08695652173913,-24.010662539879682,146.4552589272977,-3.0013328174849603,9.763683928486513,-0.4908837463495343,-6.690489722803219,90.07209724274554,-8.64868327056069,22.900707244873047,1.5546880401421364,6.788821076651229,19.25146630605062,3.5003846593792147,18.18243142486796,122.44459638741802,90.07209724274554,-8.64868327056069,20.520767502162766,3.4427404339628285,16.776859996099,7.0,2.0783132530120483,1.2267490116088902
2022-11-01-2023-11-01,Dimbeta,Crypto_INPUT,TRX-USD_DimBeta_signals.csv,Unknown,24,9,33,29.166666666666668,55.55555555555556,36.36363636363637,-16.10929149088604,10.16424249734752,-0.6712204787869184,1.1293602774830578,5.894817564698248,-5.325426526241731,8.012668142207117,-7.471794929068593,0.06936254181588686,0.010993720680066533,15.849650823419683,0.06690722248620451,0.008985377236186316,13.429607301422497,-5.945048993538521,8.012668142207117,-7.471794929068593,0.06869290927142803,0.010541086114480626,15.345231736843997,5.424242424242424,3.0091185410334345,-0.07549712230074868
2022-11-01-2023-11-01,Dimbeta,Crypto_INPUT,UNI-USD_DimBeta_signals.csv,Unknown,5,6,11,40.0,50.0,45.45454545454545,126.05615452124151,190.04838813310124,25.211230904248303,31.674731355516872,181.4815014429953,-49.012565017284736,172.3809497413025,-74.29305934234591,0.0005849999899509601,0.0003337573856934068,57.05254554301536,0.00022833333180941666,0.0002464938532980306,107.95351311378928,316.10454265434277,181.4815014429953,-74.29305934234591,0.0003904545400555728,0.0003395805779542153,86.9705799568583,16.545454545454547,1.0060975609756098,0.6848509604666055
2022-11-01-2023-11-01,Dimbeta,Crypto_INPUT,XLM-USD_DimBeta_signals.csv,Unknown,3,21,24,33.33333333333333,23.809523809523807,25.0,0.5240069579860922,9.658931681509944,0.17466898599536407,0.45994912769094976,9.001067748812245,-5.876846806264611,27.344187817022135,-7.500668885416388,0.10965133458375927,0.03205376528452007,29.232444280042202,0.09855295256489795,0.017812346147496886,18.073883819733666,10.182938639496037,27.344187817022135,-7.500668885416388,0.0999402503172556,0.02048224511274901,20.494490505806308,6.625,2.175226586102719,0.02140844928715624
2022-11-01-2023-11-01,Dimbeta,Crypto_INPUT,XRP-USD_DimBeta_signals.csv,Unknown,2,19,21,0.0,31.57894736842105,28.57142857142857,-7.5673926004470715,84.96632275066874,-3.7836963002235358,4.4719117237194075,-2.042740948046728,-5.524651652400343,53.51522959188767,-9.85698967588759,0.5341905057430267,0.0037265121936798096,0.697599855036071,0.4114581017117751,0.05073748833998417,12.331143348229801,77.39893015022167,53.51522959188767,-9.85698967588759,0.4231469020957038,0.06023629359213227,14.235314802921215,7.476190476190476,1.8975903614457832,0.7950604915017208
2022-11-01-2023-11-01,Dimbeta,ETFS,AGG_DimBeta_signals.csv,Unknown,8,10,18,25.0,20.0,22.22222222222222,-3.161288829300769,-2.242719386566076,-0.3951611036625961,-0.2242719386566076,0.22382868923992916,-1.270504856640896,1.9056432212893888,-1.3445759775268544,99.77124977111816,0.6485062303282876,0.649993091011693,96.92900009155274,1.529420756259147,1.5778773688107348,-5.404008215866845,1.9056432212893888,-1.3445759775268544,98.19222217135959,1.8657689308294152,1.900118858266981,8.166666666666666,1.6513761467889907,-0.05316066352751769
2022-11-01-2023-11-01,Dimbeta,ETFS,BND_DimBeta_signals.csv,Unknown,8,12,20,37.5,16.666666666666664,25.0,-3.1833157419444937,-2.5922742007793893,-0.3979144677430617,-0.21602285006494912,0.2198955855104003,-1.2689017523919612,1.9337777445203528,-1.2089866532819187,73.9037504196167,0.49155077232581273,0.6651229058536894,71.76916758219402,1.3983398151836073,1.9483851663489773,-5.775589942723883,1.9337777445203528,-1.2689017523919612,72.62300071716308,1.5373379399152793,2.116874715632562,7.45,1.8181818181818181,-0.0566838290946462
2022-11-01-2023-11-01,Dimbeta,ETFS,DIA_DimBeta_signals.csv,Unknown,7,10,17,28.57142857142857,20.0,23.52941176470588,-1.5220610595557793,0.12060187913040865,-0.2174372942222542,0.012060187913040865,2.947692958833335,-1.7680182652314809,4.855732239157075,-1.5977967369082635,341.9585702078683,2.851895300965188,0.8339885440600568,334.2669982910156,7.929239429830224,2.372127511949882,-1.4014591804253707,4.855732239157075,-1.7680182652314809,337.43411613913145,7.393409919288295,2.1910676975649466,8.882352941176471,1.5223880597014927,-0.016498033602933337
2022-11-01-2023-11-01,Dimbeta,ETFS,IJH_DimBeta_signals.csv,Unknown,8,10,18,50.0,30.0,38.88888888888889,-2.5459188613105193,-1.208726610779415,-0.3182398576638149,-0.1208726610779415,2.6541940273544746,-2.4474770379722672,6.260289504691477,-2.548961481716084,52.05525064468384,1.1875721481630244,2.2813686101890003,49.56959991455078,1.263175999936222,2.548287664442953,-3.7546454720899343,6.260289504691477,-2.548961481716084,50.674333572387695,1.743218242806134,3.4400417724605434,8.61111111111111,1.6119402985074627,-0.04062627371288485
2022-11-01-2023-11-01,Dimbeta,ETFS,IWR_DimBeta_signals.csv,Unknown,5,12,17,60.0,25.0,35.294117647058826,4.1373962624128655,-0.009162979838485574,0.8274792524825731,-0.0007635816532071312,3.9615209955690576,-2.0935100740482504,4.093911743300378,-2.3840936336571783,72.3520004272461,1.28585251503841,1.7772176407636513,69.24833424886067,1.8886749082553702,2.7273939925658848,4.12823328257438,4.093911743300378,-2.3840936336571783,70.16117724250344,2.236990066342772,3.1883587965049283,9.294117647058824,1.5789473684210524,0.038241087320743716
2022-11-01-2023-11-01,Dimbeta,ETFS,MUB_DimBeta_signals.csv,Unknown,4,11,15,75.0,27.27272727272727,40.0,1.2842871316726763,-0.31533118037531305,0.32107178291816907,-0.028666470943210277,1.2661774895371187,-0.037647920496323525,2.4374048134648083,-1.0860000198553856,106.85000038146973,0.857524062285503,0.8025494237005335,105.33818192915483,1.8898629627271497,1.794091115031942,0.9689559512973632,2.4374048134648083,-1.0860000198553856,105.7413335164388,1.8061599110166724,1.7080926170993316,10.4,1.3636363636363635,0.009262316474744514
2022-11-01-2023-11-01,Dimbeta,ETFS,QQQ_DimBeta_signals.csv,Unknown,8,7,15,37.5,57.14285714285714,46.666666666666664,3.365537553900961,16.59511854942938,0.4206921942376201,2.370731221347054,2.7129916846715547,-1.9498128540844415,13.232890230491739,-2.137569950415858,336.0112495422363,33.9242877356563,10.096176179182372,326.5785653250558,43.7635944241717,13.400632824941269,19.96065610333034,13.232890230491739,-2.137569950415858,331.6093302408854,39.1116343161382,11.794491514375363,10.733333333333333,1.393188854489164,0.20620825900010598
2022-11-01-2023-11-01,Dimbeta,ETFS,QUAL_DimBeta_signals.csv,Unknown,12,7,19,41.66666666666667,57.14285714285714,47.368421052631575,-0.4272159030456084,8.299583113664205,-0.0356013252538007,1.185654730523458,2.617115789816935,-1.6991072211238718,6.268295864952239,-1.3503694186245438,131.6049976348877,6.282909438340859,4.774065993885401,125.33428519112724,8.892414469673078,7.094957661515108,7.872367210618597,6.268295864952239,-1.6991072211238718,129.29473515560753,7.950731704010413,6.1493081635858,8.473684210526315,1.7647058823529411,0.07748768833379338
2022-11-01-2023-11-01,Dimbeta,ETFS,RSP_DimBeta_signals.csv,Unknown,8,12,20,37.5,25.0,30.0,-0.8406223848113923,2.5809140415086462,-0.10507779810142404,0.21507617012572053,2.529191279121273,-1.8545959076672078,4.620266892207101,-2.248544662373035,149.02000045776367,2.4430906433266837,1.6394380860434383,143.3858324686686,3.7961545771250793,2.6475102259175998,1.740291656697254,4.620266892207101,-2.248544662373035,145.63949966430664,4.318851032821482,2.9654393504346452,8.2,1.791044776119403,0.013988157094477094
2022-11-01-2023-11-01,Dimbeta,ETFS,SPY_DimBeta_signals.csv,Unknown,8,8,16,25.0,37.5,31.25,2.360656659598146,4.2997211534261,0.29508208244976825,0.5374651441782625,3.5522150892796622,-1.9843986664129663,5.815813261479774,-1.5450241961852524,425.98999786376953,18.96122330183989,4.451095893548102,410.15124893188477,22.929044233078304,5.590387519918587,6.660377813024246,5.815813261479774,-1.9843986664129663,418.07062339782715,22.48001381681446,5.3770852479684885,10.1875,1.4860681114551082,0.06445064023071279
